설비, 생산량, 전력사용량, 원단위, , , , 전력비용, , , , , , , 전력원가		, , , Factor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , Part, , Cement, , 경부하, 중간부하, 최대부하, 사용요금 <br> 합계, 기본요금, 기타, 합계, 사용요금, 기본요금, 합계, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , 목표, 실적, 목표, 실적, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, Ton, kWh, kWh/Ton, , , , 원, , , , , , , 원/Ton, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
기존 Q/R, 12015, 22660.75, 2.26, 1.88603828547649, 2.737538, 2.29816630779078, 1584735.40615, 1249106.1448125, 1299123.3684, 4132964.9193625, 338783.805454387, 0, 4471748.72481689, 343.983763575739, 28.1967378655337, 372.180501441272, 1.21851519425024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
신설 Q/R, 1546, 10285, 3.25, 6.65265200517464, 3.936725, 8.10635755036464, 691644.2416, 611618.8611, 580512.1608, 1883775.2635, 153763.288465667, 0, 2037538.55196567, 1218.48335284605, 99.4587894344549, 1317.94214228051, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 13561, 32945.75, 2.73777750715179, 2.42944841825824, 3.31626989441296, 2.96031981129488, 2276379.64775, 1860725.0059125, 1879635.5292, 6016740.1828625, 492547.093920054, 0, 6509287.27678255, 443.67968313, 36.32085347, 480.0005366, 1.21851519425024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1R, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3004543938636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2R, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3R, 6495, 119878.855673055, 22.51, 18.4570986409631, 29.5634730696465, 24.0026150256143, 6907643.59156032, 7719044.72692463, 8217250.14215955, 22843938.4606445, 1285872.43034487, 0, 24129810.8909894, 3517.15757669661, 197.978819144707, 3715.13639584132, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4R, 0, 2407, 0, 0, 0, 0, 115597.066, 212327.6285, 128727.0556, 456651.7501, 25818.5225614877, 0, 482470.272661488, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5R, 2453, 35760.5662019446, 15.34, 14.5782984924356, 20.1467648551034, 18.958412329543, 3388299.81488969, 1924691.81400818, 349826.559952945, 5662818.18885081, 383583.29260344, 0, 6046401.48145425, 2308.52759431342, 156.3731319215, 2464.90072623492, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
