설비, 생산량, 전력사용량, 원단위, , , , 전력비용, , , , , , , 전력원가		, , , Factor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , Part, , Cement, , 경부하, 중간부하, 최대부하, 사용요금 <br> 합계, 기본요금, 기타, 합계, 사용요금, 기본요금, 합계, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6R, 0, 76, 14.1, 0, 18.5182128068421, 0, 276.8792, 7686.068, 9371.9912, 17334.9384, 1423.19188129416, 0, 18758.1302812942, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7R, 4347, 93864.5, 23.49, 21.592937658155, 30.8505545271433, 27.6791943805586, 8869444.4631, 5270384.865525, 653007.2692, 14792836.597825, 1757726.24133862, 0, 16550562.8391636, 3402.99898730734, 404.353862741805, 3807.35285004914, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8R, 7591, 102196.5, 23.9, 13.4628507443025, 31.3890273818104, 17.2575343182756, 5912755.316, 6531812.7381, 7027201.6958, 19471769.7499, 1913753.01442998, 0, 21385522.76433, 2565.11260043473, 252.108156294293, 2817.22075672902, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 11938, 198965.4375, 21.1584036876317, 16.666563704138, 27.788356180187, 21.3642563937368, 14954172.0459625, 11985450.2780188, 7875513.3367625, 34815135.6607438, 3725868.35931763, 0, 38541004.0200614, 2916.32900492, 312.10155464, 3228.43055956, 1.28186330265743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1Co, 0, 0, 65.2, 0, 3.75342725053744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0490973464953164, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2Co, 0, 0, 59.67, 0, 3.43507674907314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3Co, 0, -46.75, 44.54, 0, 2.56407438249904, 0, -2673.614775, -3050.4082375, -3187.166125, -8911.1891375, -731.799376385056, 0, -9642.98851388506, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4Co, 0, 0, 44.51, 0, 2.56234734542057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5Co, 480, 18749.1553398058, 42.87, 39.0607402912622, 2.46793598513098, 1.91777870044366, 1040578.16203029, 1205588.49527748, 1366802.41872932, 3612969.07603709, 293489.20182709, 0, 3906458.27786418, 7527.0189084106, 611.435837139771, 8138.45474555037, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6Co, 67, 3795.66310251914, 44.07, 56.6516880973006, 2.53701746826971, 2.78144756005776, 181824.778936353, 271104.36147015, 295324.92454146, 748254.064947963, 59415.2704040914, 0, 807669.335352055, 11167.9711186263, 886.795080658081, 12054.7661992844, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 547, 22498.068442325, 44.5447403856374, 41.1299240261882, 2.56434727655778, 2.0193701312398, 1219729.32619164, 1473642.44851013, 1658940.17714578, 4352311.95184755, 352172.672854796, 0, 4704484.62470235, 7956.69461032, 643.82572734, 8600.52033766, 0.0490973464953164, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1K, 0, 2166, 0, 0, 0, 0, 130825.422, 137004.1621, 140028.5744, 407858.1585, 38004.6184246413, 0, 445862.776924641, 0, 0, 0, 0.827008582359632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2K, 0, 1928, 0, 0, 0, 0, 119058.056, 108373.5588, 138925.9872, 366357.602, 33828.6723558211, 0, 400186.274355821, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3K, 0, 5501.5, 36.14, 0, 30.6222013653293, 0, 306020.7358, 361485.385625, 388593.0763, 1056099.197725, 96529.274359725, 0, 1152628.47208472, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5K, 0, 5657, 40.64, 0, 34.4351484086049, 0, 334608.5132, 359707.9824, 377084.8224, 1071401.318, 99257.6760979668, 0, 1170658.99409797, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6K, 8220, 260729.875, 38.82, 31.7189628953771, 32.8930231599912, 26.2318545380236, 15140723.7332, 16653427.5545625, 17832900.8143, 49627052.1020625, 4574764.27113547, 0, 54201816.373198, 6037.3542703239, 556.540665588257, 6593.89493591216, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 8220, 275982.375, 39.3322771886173, 33.5744981751825, 33.3270866692525, 27.7663981392937, 16031236.4602, 17619998.6434875, 18877533.2746, 52528768.3782875, 4842384.51237363, 0, 57371152.8906611, 6390.36111658, 589.09787255, 6979.45898913, 0.827008582359632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1C, 0, 0, 36.07, 0, 36.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2C, 0, 0, 36.07, 0, 36.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3C, 0, 0, 36.07, 0, 36.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4C, 0, 0, 36.07, 0, 36.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5C, 1027, 42430.0069787774, 38.53, 41.3145150718378, 38.53, 41.3145150718378, 3928872.13472383, 2608953.28343815, 130312.597965443, 6668138.01612743, 765140.948750736, 0, 7433278.96487816, 6492.83156390207, 745.025266553784, 7237.85683045586, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6C, 1186, 46593.4296755891, 38.53, 39.2861970283214, 38.53, 39.2861970283214, 4497304.56544038, 2605924.08472916, 150487.576618321, 7253716.22678786, 840220.012345569, 0, 8093936.23913343, 6116.11823506565, 708.448577019873, 6824.56681208552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7C, 1251, 58688.4723247232, 38.53, 46.913247261969, 38.53, 46.913247261969, 5342817.49016494, 3292866.28067795, 815511.229268633, 9451195.00011152, 1058330.09685175, 0, 10509525.0969633, 7554.91207043287, 845.98728765128, 8400.89935808415, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8C, 0, 2309, 55.53, 0, 55.53, 0, 151452.9224, 136812.0104, 138650.3404, 426915.2732, 41638.2314419396, 0, 468553.50464194, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9C, 1421, 55667.918204182, 36.6, 39.1751711500226, 36.6, 39.1751711500226, 7179194.00807417, 596037.969885948, 195172.68302952, 7970404.66098964, 1003860.39934028, 0, 8974265.06032991, 5609.0110211046, 706.446445700405, 6315.45746680501, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10C, 1619, 55063.1728167282, 36.6, 34.010607051716, 36.6, 34.010607051716, 7155812.01939668, 488719.472818787, 228983.661918081, 7873515.15413355, 992955.016747703, 0, 8866470.17088125, 4863.19651274462, 613.313784279001, 5476.51029702363, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11C, 0, 0, 37.37, 0, 37.37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12C, 1396, 47430.1326219512, 37.37, 33.9757397005381, 37.37, 33.9757397005381, 6164652.39376128, 379570.785644969, 255033.167544207, 6799256.34695046, 855308.289057902, 0, 7654564.63600836, 4870.52746916222, 612.685020815116, 5483.21248997734, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13C, 1771, 54293.4923780488, 37.37, 30.6569691575657, 37.37, 30.6569691575657, 5860098.78006372, 2133365.12799253, 237427.068580793, 8230890.97663704, 979075.357916146, 0, 9209966.33455319, 4647.59513079449, 552.837582109625, 5200.43271290412, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 9671, 362475.625, 38.0582442850227, 37.4806767655878, 38.0582442850227, 37.4806767655878, 40280204.314025, 12242249.0155875, 2151578.325325, 54674031.6549375, 6536528.35245202, 0, 61210560.0073895, 5653.40002636, 675.88960319, 6329.28962955, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
출하, 18535.51, 11630, 0.84, 0.627444294761784, 0.84, 0.627444294761784, 529721.82445, 897132.2683375, 864083.8063, 2290937.8990875, 109424.582910952, 0, 2400362.48199845, 123.597241138091, 5.90351076991959, 129.500751908011, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
기타, 0, 39340.609375, 5.92413738562281, 5.92413738562281, 4.20257208335201, 4.20257208335201, 1929644.6908375, 2858688.878825, 2901135.19320625, 7689468.76286875, 732917.170836015, 0, 8422385.93370476, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
폐열, 0, 3426.296875, 0, 0, 0, 0, 198581.872165625, 219221.0707375, 234573.273309375, 652376.2162125, 0, 0, 652376.2162125, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
판매사업, 539, 38503.7529110175, 0, 0, 0, 0, 2567052.67814602, 3240604.50238319, 853448.397067052, 6661105.57759626, 0, 0, 6661105.57759626, 12358.2663777296, 0, 12358.2663777296, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
