설비, 생산량, 전력사용량, 원단위, , , , 전력비용, , , , , , , 전력원가		, , , Factor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , Part, , Cement, , 경부하, 중간부하, 최대부하, 사용요금 <br> 합계, 기본요금, 기타, 합계, 사용요금, 기본요금, 합계, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6R, 6288, 86214.4205157844, 14.1, 13.7109447385153, 18.5182128068421, 17.3998417753064, 4667194.57172515, 4711944.23576347, 7712476.52585371, 17091615.3333423, 775550.068151014, 0, 17867165.4014933, 2718.13220950101, 123.338115163965, 2841.47032466497, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7R, 7931, 154328.5, 23.49, 19.4588954734586, 30.8505545271433, 24.6942649698891, 8859788.301, 9902345.7078, 10694268.8996, 29456402.9084, 1388276.78683673, 0, 30844679.6952367, 3714.08434099105, 175.044355924439, 3889.12869691549, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8R, 7936, 98224, 23.9, 12.3770161290323, 31.3890273818104, 15.7070228494624, 5817370.4316, 6537385.1374, 6114121.6708, 18468877.2398, 883583.389395029, 0, 19352460.629195, 2327.22747477319, 111.338632736269, 2438.56610750945, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 24197, 376847.499023438, 21.1584036876317, 15.5741413821316, 27.788356180187, 19.7643270397051, 20621626.434135, 24434863.2439211, 27764658.7923504, 72821148.4704064, 3389967.73163554, 0, 76211116.202042, 3009.51144648, 140.09867883, 3149.61012531, 1.26904761904762, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1Co, 0, 0, 65.2, 0, 3.75342725053744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0715360155673537, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2Co, 233, 15728.7742460317, 59.67, 67.5054688670891, 3.43507674907314, 4.82907227175759, 795604.198430785, 1223310.60259479, 996588.344242421, 3015503.14526799, 160690.481260066, 0, 3176193.62652806, 12942.0735848412, 689.65871785436, 13631.7323026955, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3Co, 178, 3165.33438207403, 44.54, 17.7827774273822, 2.56407438249904, 1.272109042876, 172407.147984733, 208904.303863939, 229555.91670111, 610867.368549782, 32338.1273866802, 0, 643205.495936462, 3431.83914915608, 181.674872958877, 3613.51402211495, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4Co, 289, 10682.7177607831, 44.51, 36.9644213175886, 2.56234734542057, 2.64428741881324, 624550.223371982, 662418.765760025, 750858.714821746, 2037827.70395375, 109138.260317951, 0, 2146965.9642717, 7051.30693409603, 377.641039162459, 7428.94797325849, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5Co, 479, 17711.1043478261, 42.87, 36.9751656530816, 2.46793598513098, 2.64505602576433, 1033101.30162087, 1130314.83096435, 1203536.24894609, 3366952.3815313, 180942.636519654, 0, 3547895.01805096, 7029.1281451593, 377.750806930384, 7406.87895208968, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6Co, 22, 1519.24125379171, 44.07, 69.0564206268959, 2.53701746826971, 4.94002118099135, 66074.9114203439, 109153.55092823, 130628.656193569, 305857.118542144, 15521.0828512926, 0, 321378.201393436, 13902.5962973702, 705.503765967845, 14608.100063338, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 1201, 48807.1719905067, 44.5447403856374, 40.6387776773578, 2.56434727655778, 2.90713623256569, 2691737.78282871, 3334102.05411133, 3311167.88090493, 9337007.71784497, 498630.588335643, 0, 9835638.30618062, 7774.3611306, 415.17950736, 8189.54063795, 0.0715360155673537, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1K, 0, 2455, 0, 0, 0, 0, 130686.9824, 137004.1621, 219966.1464, 487657.2909, 27309.5323793229, 0, 514966.823279323, 0, 0, 0, 0.818740399385561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2K, 0, 2936, 0, 0, 0, 0, 167788.7952, 186002.8456, 208388.9808, 562180.6216, 32660.1983974306, 0, 594840.819997431, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3K, 1388, 131395.164099007, 36.14, 94.6651038177284, 30.6222013653293, 77.5061449076025, 7186936.11472008, 8711098.63411319, 9412456.83855196, 25310491.5873852, 1461645.82014186, 0, 26772137.4075271, 18235.2244865888, 1053.05894822901, 19288.2834348178, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5K, 3017, 97164.285119743, 40.64, 32.2055966588475, 34.4351484086049, 26.3680230709151, 6081833.84548461, 5676364.98634775, 6530598.74749492, 18288797.5793273, 1080859.95543437, 0, 19369657.5347616, 6061.9150080634, 358.256531466481, 6420.17153952988, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6K, 8219, 268971.75, 38.82, 32.7256053047816, 32.8930231599912, 26.7937751573711, 15576860.38805, 17167577.4658375, 18498794.5714, 51243232.4252875, 2992054.05936788, 0, 54235286.4846554, 6234.7283641912, 364.041131447607, 6598.76949563881, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 12624, 502922.19921875, 39.3322771886173, 39.8385772511684, 33.3270866692525, 32.6174526495741, 29144106.1258547, 31878048.0939984, 34870205.2846469, 95892359.5045, 5594529.56572087, 0, 101486889.070221, 7596.03608242, 443.16615698, 8039.2022394, 0.818740399385561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1C, 0, 0, 36.07, 0, 36.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2C, 938, 39069.0459031755, 36.07, 41.6514348647926, 36.07, 41.6514348647926, 3391204.42177568, 2648698.87695816, 217407.372310731, 6257310.67104456, 541766.003161737, 0, 6799076.6742063, 6670.90689876819, 577.575696334474, 7248.48259510266, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3C, 998, 37695.0157579259, 36.07, 37.7705568716692, 36.07, 37.7705568716692, 3144036.30661005, 2827861.38812189, 73782.8223455356, 6045680.51707748, 522712.483865144, 0, 6568393.00094262, 6057.79610929607, 523.76000387289, 6581.55611316896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4C, 966, 36721.0192606778, 36.07, 38.0134774955256, 36.07, 38.0134774955256, 3074384.6982923, 2739030.66973081, 71417.0404667209, 5884832.40848983, 509206.185535889, 0, 6394038.59402572, 6091.95901499982, 527.128556455372, 6619.08757145519, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5C, 688, 32523.3915732457, 38.53, 47.2723714727408, 38.53, 47.2723714727408, 4300328.99568077, 213248.044075284, 96682.6064606701, 4610259.64621672, 450998.161193112, 0, 5061257.80740984, 6700.9587881057, 655.520583129523, 7356.47937123522, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6C, 616, 30188.9901295339, 38.53, 49.008100859633, 38.53, 49.008100859633, 4004361.74307232, 182539.274518568, 86564.6592729258, 4273465.67686381, 418627.282644682, 0, 4692092.95950849, 6937.44428062307, 679.589744553056, 7617.03402517613, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7C, 529, 41840.9554607135, 38.53, 79.0944337631635, 38.53, 79.0944337631635, 4610095.621296, 1099563.28983232, 776820.448509412, 6486479.35963773, 580203.756820603, 0, 7066683.11645834, 12261.7757271035, 1096.79349115426, 13358.5692182577, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8C, 0, 2071.5, 55.53, 0, 55.53, 0, 128679.6082, 136139.47945, 119492.8878, 384311.97545, 28725.2542161087, 0, 413037.229666109, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9C, 2224, 83044.5651127161, 36.6, 37.3401821549982, 36.6, 37.3401821549982, 7282654.08561569, 5711771.32491528, 196801.07649779, 13191226.4870288, 1151569.51201012, 0, 14342795.9990389, 5931.30687366401, 517.792046767141, 6449.09892043115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10C, 2179, 79093.0887502736, 36.6, 36.2978837770875, 36.6, 36.2978837770875, 6950177.77546915, 5400674.56647945, 215858.849206063, 12566711.1911547, 1096774.84001393, 0, 13663486.0311686, 5767.19191884106, 503.338614049533, 6270.53053289059, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11C, 0, 0, 37.37, 0, 37.37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12C, 1232, 33653.608778626, 37.37, 27.3162408917418, 37.37, 27.3162408917418, 4350567.73130458, 308472.785124618, 171590.659043511, 4830631.17547271, 466670.754262853, 0, 5297301.92973556, 3920.96686320837, 378.791196641926, 4299.75805985029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13C, 1999, 64364.0787213741, 37.37, 32.198138429902, 37.37, 32.198138429902, 5769566.03562042, 3313971.06327538, 1500000.44785649, 10583537.5467523, 892529.337995223, 0, 11476066.8847475, 5294.41598136683, 446.487912954089, 5740.90389432092, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 12369, 480265.259448262, 38.0582442850227, 38.8281396594924, 38.0582442850227, 38.8281396594924, 47006057.0229369, 24581970.7624818, 3526418.86976985, 75114446.6551886, 6659783.5717194, 0, 81774230.226908, 6072.7986624, 538.42538376, 6611.22404616, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
출하, 22349.98, 10960.6875, 0.84, 0.490411512672495, 0.84, 0.490411512672495, 563449.172, 800167.716725, 751533.772275, 2115150.661, 84115.1434016717, 0, 2199265.80440167, 94.6376981545397, 3.76354445962241, 98.4012426141621, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
기타, 0, 30500.421875, 2.94998769863573, 2.94998769863573, 2.10296462681134, 2.10296462681134, 1587729.1625, 2018130.27428594, 2350957.10135, 5956816.53813594, 360699.466839414, 0, 6317516.00497535, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
폐열, 0, 3423.1953125, 0, 0, 0, 0, 198387.191478125, 218503.504232812, 235135.3343625, 652026.030073437, 0, 0, 652026.030073437, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
판매사업, 531, 44140.4201237314, 0, 0, 0, 0, 3344182.82882183, 1954796.14883425, 2704362.23643147, 8003341.21408755, 0, 0, 8003341.21408755, 15072.2056762477, 0, 15072.2056762477, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
