설비, 생산량, 전력사용량, 원단위, , , , 전력비용, , , , , , , 전력원가		, , , Factor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , Part, , Cement, , 경부하, 중간부하, 최대부하, 사용요금 <br> 합계, 기본요금, 기타, 합계, 사용요금, 기본요금, 합계, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6R, 0, 80, 14.1, 0, 18.5182128068421, 0, 553.7584, 5764.551, 12679.7528, 18998.0622, 761.414577934313, 0, 19759.4767779343, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7R, 6409, 154785, 23.49, 24.1511936339523, 30.8505545271433, 31.1353410488567, 8894328.9812, 9930063.590525, 10711565.7363, 29535958.308025, 1473194.44306953, 0, 31009152.7510945, 4608.51276455375, 229.86338634257, 4838.37615089632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8R, 7688, 159925.5, 23.9, 20.8019640998959, 31.3890273818104, 26.817566723734, 9271922.9902, 10220164.6196, 10960543.7084, 30452631.3182, 1522120.08854292, 0, 31974751.4067429, 3961.06026511446, 197.986483941587, 4159.04674905605, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 22610, 471928.90625, 21.1584036876317, 20.8725743586908, 27.788356180187, 26.9085963648544, 28559868.8418875, 29549833.0138375, 30830164.27205, 88939866.127775, 4491669.36209182, 0, 93431535.4898668, 3933.65175267, 198.65852995, 4132.31028261, 1.2891843575419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1Co, 0, 0, 65.2, 0, 3.75342725053744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0530759810089419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2Co, 0, 0, 59.67, 0, 3.43507674907314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3Co, 76, 1741.71052631579, 44.54, 22.917243767313, 2.56407438249904, 1.2163551949712, 102019.055757895, 99429.0235805921, 134333.385088158, 335781.464426645, 14421.3847783048, 0, 350202.84920495, 4418.17716350849, 189.755062872432, 4607.93222638092, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4Co, 285, 12006.2894736842, 44.51, 42.1273314866113, 2.56234734542057, 2.23594944594078, 705153.032042105, 604170.454413157, 1038767.71193684, 2348091.19839211, 99412.2258800181, 0, 2447503.42427212, 8238.91648558633, 348.814827649186, 8587.73131323552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5Co, 692, 17921.6352941177, 42.87, 25.898316899014, 2.46793598513098, 1.37457857589562, 1052435.75491294, 1130059.97195765, 1223437.24292706, 3405932.96979765, 148391.362702287, 0, 3554324.33249994, 4921.86845346481, 214.43838540793, 5136.30683887274, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6Co, 17, 470.427556968734, 44.07, 27.6722092334549, 2.53701746826971, 1.46872965175032, 31837.9679815157, 22887.9863096343, 33445.9046656916, 88171.8589568416, 3895.1460112689, 0, 92067.0049681105, 5186.57993863774, 229.126235956994, 5415.70617459473, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 1070, 32140.0628510864, 44.5447403856374, 30.0374419169032, 2.56434727655778, 1.59426669673875, 1891445.81069446, 1856547.43626103, 2429984.24461775, 6177977.49157324, 266120.119371879, 0, 6444097.61094512, 5773.81073979, 248.71039194, 6022.52113172, 0.0530759810089419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1K, 0, 2655, 0, 0, 0, 0, 144530.9424, 155642.877, 220793.0868, 520966.9062, 27673.2626639765, 0, 548640.168863976, 0, 0, 0, 0.831731843575419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2K, 0, 4705, 0, 0, 0, 0, 415457.2396, 187540.0592, 200670.8704, 803668.1692, 49040.5652858793, 0, 852708.734485879, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3K, 5101, 163980.90625, 36.14, 32.1468155753774, 30.6222013653293, 26.7375301835876, 9381439.52939375, 10513048.8459547, 11440194.9822875, 31334683.3576359, 1709185.19417445, 0, 33043868.5518104, 6142.85107971691, 335.068652063213, 6477.91973178012, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5K, 0, 12544, 40.64, 0, 34.4351484086049, 0, 731514.8464, 794739.4312, 861120.6032, 2387374.8808, 130747.045897145, 0, 2518121.92669715, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6K, 8219, 265183, 38.82, 32.2646307336659, 32.8930231599912, 26.8355208023921, 15333483.57125, 16972711.623075, 18218565.14335, 50524760.337675, 2764022.15179709, 0, 53288782.4894721, 6147.31236618506, 336.296648229358, 6483.60901441442, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 13320, 449067.90625, 39.3322771886173, 33.7138067755255, 33.3270866692525, 28.0408466633533, 26006426.1290438, 28623682.8364297, 30941344.6860375, 85571453.6515109, 4680668.21981854, 0, 90252121.8713295, 6424.28330717, 351.401518, 6775.68482517, 0.831731843575419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1C, 0, 0, 36.07, 0, 36.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2C, 555, 23058.814414284, 36.07, 41.5474133590703, 36.07, 41.5474133590703, 2888913.56612873, 253778.602618161, 239926.349110841, 3382618.51785773, 430061.607778498, 0, 3812680.12563623, 6094.8081402842, 774.885779781077, 6869.69392006528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3C, 563, 22294.0949293121, 36.07, 39.5987476541955, 36.07, 39.5987476541955, 2861617.33396436, 213454.830124373, 141328.881362576, 3216401.0454513, 415799.101246382, 0, 3632200.14669769, 5712.96810914974, 738.541920508672, 6451.51002965841, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4C, 187, 7326.30861772888, 36.07, 39.1781209504218, 36.07, 39.1781209504218, 939594.63979562, 70898.8512136015, 46942.2749818856, 1057435.76599111, 136640.332265746, 0, 1194076.09825685, 5654.73671652999, 730.696963987948, 6385.43368051793, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5C, 839, 34194.4593512898, 38.53, 40.7562090003454, 38.53, 40.7562090003454, 3960505.66174539, 990063.527421988, 119565.848575171, 5070135.03774255, 637748.493982526, 0, 5707883.53172508, 6043.06917490173, 760.129313447588, 6803.19848834932, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6C, 825, 33587.6626517451, 38.53, 40.7123183657516, 38.53, 40.7123183657516, 3894425.81916848, 966574.954472397, 117570.709266408, 4978571.48290728, 626431.34820424, 0, 5605002.83111152, 6034.63210049367, 759.310725096049, 6793.94282558972, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7C, 865, 46514.3987575872, 38.53, 53.7738713960546, 38.53, 53.7738713960546, 4766246.37374717, 1722174.00804846, 860976.819303945, 7349397.20109958, 867523.22800024, 0, 8216920.42909982, 8496.41294924807, 1002.91702658987, 9499.32997583794, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8C, 655, 37942.3857644158, 55.53, 57.9273065105584, 55.53, 57.9273065105584, 4948893.41171838, 256345.71223583, 237230.984647496, 5442470.10860171, 707649.713971789, 0, 6150119.8225735, 8309.11466962093, 1080.38124270502, 9389.49591232595, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9C, 1119, 44501.8620921851, 36.6, 39.769313755304, 36.6, 39.769313755304, 5887759.45669628, 271763.334829457, 153838.416337936, 6313361.20786368, 829988.13454375, 0, 7143349.34240743, 5641.96712052161, 741.723087170465, 6383.69020769207, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10C, 982, 37872.1417109257, 36.6, 38.5663357545068, 36.6, 38.5663357545068, 4943323.01264893, 280917.694034788, 193710.474989681, 5417951.1816734, 706339.617535862, 0, 6124290.79920926, 5517.26189579776, 719.286779568088, 6236.54867536585, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11C, 0, 0, 37.37, 0, 37.37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12C, 1101, 34124.240990991, 37.37, 30.9938610272398, 37.37, 30.9938610272398, 4483150.67977658, 206568.270789189, 183518.065361261, 4873237.01592703, 636438.876741018, 0, 5509675.89266805, 4426.191658426, 578.055292226174, 5004.24695065217, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13C, 1259, 44132.65625, 37.37, 35.0537380857824, 37.37, 35.0537380857824, 5712363.995, 427993.8927875, 177180.5946625, 6317538.48245, 823102.209914729, 0, 7140640.69236473, 5017.90189233519, 653.774590877466, 5671.67648321265, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
합계, 8950, 365549.025530465, 38.0582442850227, 40.8434665397167, 38.0582442850227, 40.8434665397167, 45286793.9503899, 5660533.67857575, 2471789.4185997, 53419117.0475654, 6817722.66418478, 0, 60236839.7117502, 5968.6164299, 761.75672226, 6730.37315215, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
출하, 16631.33, 12348.0625, 0.84, 0.742457909259211, 0.84, 0.742457909259211, 533338.559, 985281.8607125, 928361.194475, 2446981.6141875, 123933.459718399, 0, 2570915.0739059, 147.130843665991, 7.45180690410204, 154.582650570093, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
기타, 0, 38050.3125, 3.58900097021884, 3.58900097021884, 2.82280614714373, 2.82280614714373, 1913782.54104375, 2636096.14622656, 2896367.3649625, 7446246.05223281, 471191.871710198, 0, 7917437.92394301, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
폐열, 0, 3426.2421875, 0, 0, 0, 0, 197914.55003125, 219261.602736719, 235828.75834375, 653004.911111719, 0, 0, 653004.911111719, 0, 0, 0, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
판매사업, 487, 28347.9307924023, 0, 0, 0, 0, 2710055.76973364, 843299.950057115, 1208293.45583314, 4761649.1756239, 0, 0, 4761649.1756239, 9777.51370764662, 0, 9777.51370764662, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
